Latitude,Longitude,Date,Time,Chlorophyll RFU,Cond µS/cm,Depth m,nLF Cond µS/cm,ODO % sat,ODO % CB,ODO mg/L,Pressure psi a,Sal psu,SpCond µS/cm,TAL PC RFU,TDS mg/L,Turbidity FNU,TSS mg/L,pH,pH mV,Temp °C,Vertical Position m,Altitude m,Barometer mmHg
25.89525,-80.13087,10/25/2024,14:59:38,0.73,53692.6,1.273,51079.4,104.2,104.1,6.83,1.850,33.66,51332.3,0.58,33366,16.75,0,8.42,-91.5,27.407,1.180,-3.4,765.4
25.89525,-80.13087,10/25/2024,14:59:43,2.93,54390.6,1.261,51746.6,104.2,104.1,6.82,1.833,34.15,52002.4,0.78,33802,62.19,0,8.43,-91.6,27.404,1.190,-3.6,765.4
25.89525,-80.13087,10/25/2024,14:59:48,1.05,55102.7,1.247,52426.5,104.3,104.2,6.80,1.813,34.66,52685.5,0.96,34246,47.58,0,8.43,-91.6,27.402,1.199,-3.2,765.4
25.89526,-80.13087,10/25/2024,14:59:53,3.11,55162.1,1.239,52478.8,104.5,104.4,6.81,1.802,34.69,52738.5,0.80,34280,23.62,0,8.43,-91.7,27.406,1.246,-1.8,765.4
25.89525,-80.13088,10/25/2024,14:59:58,3.50,55176.8,1.239,52487.0,105.0,104.9,6.84,1.801,34.70,52747.3,0.81,34286,23.88,0,8.43,-91.8,27.411,1.284,-2.7,765.4
25.89526,-80.13087,10/25/2024,15:00:03,1.06,55179.6,1.235,52485.1,105.7,105.6,6.89,1.795,34.70,52745.9,0.74,34285,28.15,0,8.43,-91.9,27.416,1.229,-2.8,765.4
25.89526,-80.13087,10/25/2024,15:00:08,1.03,55180.4,1.224,52485.1,106.3,106.2,6.92,1.780,34.70,52746.0,0.74,34285,8.95,0,8.43,-92.0,27.416,1.178,-2.5,765.4
25.89527,-80.13087,10/25/2024,15:00:13,0.46,55193.2,1.163,52500.7,106.5,106.4,6.94,1.691,34.71,52761.3,0.59,34295,33.67,0,8.43,-92.0,27.413,0.663,-1.4,765.4
25.89527,-80.13087,10/25/2024,15:00:18,0.48,55209.6,1.091,52524.8,106.2,106.1,6.92,1.587,34.73,52784.6,0.39,34310,8.34,0,8.43,-91.9,27.405,0.556,-2.0,765.4
25.89527,-80.13087,10/25/2024,15:00:23,0.41,55218.7,1.009,52540.5,105.6,105.5,6.88,1.468,34.74,52799.6,0.23,34320,8.27,0,8.43,-91.8,27.399,0.591,-2.0,765.4
25.89527,-80.13087,10/25/2024,15:00:28,0.33,55219.0,0.932,52544.4,105.0,104.9,6.84,1.356,34.74,52803.2,0.09,34322,4.85,0,8.43,-91.7,27.395,0.669,-2.5,765.4
25.89527,-80.13087,10/25/2024,15:00:33,0.28,55219.3,0.857,52546.5,104.6,104.6,6.82,1.247,34.74,52805.1,0.00,34323,1.76,0,8.43,-91.7,27.394,0.659,-2.6,765.4
25.89527,-80.13087,10/25/2024,15:00:38,0.24,55220.4,0.763,52547.6,104.4,104.3,6.80,1.110,34.75,52806.3,-0.03,34324,0.64,0,8.43,-91.7,27.394,0.589,-2.1,765.4
25.89528,-80.13087,10/25/2024,15:00:43,0.22,55220.4,-0.120,52547.0,104.3,104.2,6.80,-0.175,34.75,52805.7,-0.08,34324,-0.55,0,8.43,-91.6,27.394,0.091,-2.3,765.4
25.89527,-80.13087,10/25/2024,15:00:48,0.20,55218.7,-0.206,52546.5,104.2,104.1,6.79,-0.299,34.74,52805.1,-0.10,34323,-0.94,0,8.43,-91.6,27.393,-0.197,-3.1,765.4
25.89527,-80.13088,10/25/2024,15:00:53,0.19,55216.3,-0.178,52546.9,104.0,103.9,6.78,-0.259,34.74,52805.2,-0.10,34323,-1.06,0,8.43,-91.6,27.391,-0.176,-3.4,765.4
25.89527,-80.13089,10/25/2024,15:00:58,0.17,55214.3,-0.207,52547.1,103.7,103.7,6.76,-0.300,34.75,52805.2,-0.12,34323,-1.15,0,8.42,-91.6,27.389,-0.279,-3.3,765.4
25.89525,-80.13090,10/25/2024,15:01:03,0.13,55213.5,-0.239,52547.5,103.6,103.5,6.75,-0.347,34.75,52805.4,-0.12,34324,-1.23,0,8.42,-91.5,27.388,-0.306,-3.9,765.4
25.89525,-80.13091,10/25/2024,15:01:08,0.14,55213.8,-0.259,52547.4,103.5,103.4,6.74,-0.377,34.75,52805.4,-0.12,34324,-1.28,0,8.42,-91.5,27.388,-0.284,-4.2,765.4
25.90042,-80.14571,10/25/2024,15:17:15,0.98,48794.6,-1.206,46160.6,104.5,104.4,6.96,-1.748,30.06,46416.5,1.69,30171,106.12,0,8.33,-85.9,27.683,-1.210,24.1,765.4
25.90040,-80.14583,10/25/2024,15:17:20,0.86,48558.0,-1.210,45934.2,104.7,104.6,6.97,-1.753,29.89,46189.0,2.16,30023,242.14,0,8.33,-85.8,27.685,-1.217,19.9,765.4
25.90038,-80.14595,10/25/2024,15:17:25,1.07,48434.0,-1.210,45806.5,104.7,104.7,6.98,-1.754,29.80,46061.8,2.07,29940,39.22,0,8.32,-85.4,27.697,-1.211,19.6,765.3
25.90036,-80.14608,10/25/2024,15:17:30,0.42,48223.9,-1.211,45580.1,104.9,104.9,7.00,-1.755,29.64,45837.1,2.11,29794,29.41,0,8.32,-85.3,27.727,-1.211,20.1,765.3
25.90034,-80.14620,10/25/2024,15:17:35,1.05,48125.1,-1.214,45455.7,105.2,105.1,7.01,-1.759,29.55,45715.3,1.87,29715,94.40,0,8.32,-85.2,27.760,-1.224,17.9,765.3
25.90030,-80.14632,10/25/2024,15:17:40,1.06,47875.0,-1.215,45196.8,105.6,105.5,7.04,-1.759,29.36,45457.3,1.76,29547,89.02,0,8.31,-84.8,27.787,-1.214,15.2,765.3
25.90026,-80.14645,10/25/2024,15:17:45,0.98,47518.7,-1.216,44772.2,105.7,105.6,7.05,-1.761,29.06,45039.6,1.74,29276,159.28,0,8.30,-84.1,27.884,-1.222,14.1,765.4
25.90023,-80.14658,10/25/2024,15:17:50,0.97,47118.2,-1.216,44277.4,105.4,105.4,7.05,-1.760,28.70,44554.5,1.67,28960,10.14,0,8.28,-83.3,28.013,-1.203,12.6,765.3
25.90020,-80.14671,10/25/2024,15:17:55,0.99,46918.5,-1.215,44046.5,104.5,104.4,6.97,-1.759,28.54,44326.8,1.72,28812,11.91,0,8.27,-82.4,28.061,-1.207,10.4,765.4
25.90017,-80.14684,10/25/2024,15:18:00,1.06,47132.8,-1.216,44271.8,103.9,103.8,6.93,-1.760,28.70,44550.9,1.72,28958,56.23,0,8.26,-81.8,28.034,-1.218,9.7,765.3
25.90014,-80.14698,10/25/2024,15:18:05,1.12,47089.8,-1.217,44285.5,104.0,103.9,6.94,-1.761,28.71,44558.9,1.77,28963,141.95,0,8.26,-81.7,27.974,-1.223,7.6,765.3
25.90010,-80.14711,10/25/2024,15:18:10,0.95,47074.3,-1.217,44300.1,104.5,104.4,6.98,-1.762,28.72,44570.5,1.75,28971,133.75,0,8.26,-81.9,27.940,-1.223,6.7,765.3
25.90006,-80.14724,10/25/2024,15:18:15,0.87,47012.3,-1.217,44267.4,104.6,104.6,6.99,-1.761,28.69,44534.8,1.57,28948,172.06,0,8.27,-82.3,27.913,-1.213,6.3,765.4
25.90004,-80.14736,10/25/2024,15:18:20,0.80,46380.8,-1.217,43676.1,104.7,104.6,7.00,-1.761,28.26,43939.6,1.57,28561,292.11,0,8.27,-82.5,27.909,-1.220,5.9,765.4
25.90001,-80.14748,10/25/2024,15:18:25,0.87,46665.6,-1.218,43935.2,104.9,104.8,7.02,-1.762,28.45,44201.2,1.61,28731,105.92,0,8.27,-82.5,27.920,-1.225,6.2,765.3
25.89998,-80.14761,10/25/2024,15:18:30,2.88,46196.1,-1.221,43501.9,105.2,105.1,7.06,-1.767,28.14,43764.4,1.88,28447,125.46,0,8.27,-82.7,27.909,-1.239,5.1,765.3
25.89996,-80.14774,10/25/2024,15:18:35,0.45,45286.8,-1.225,42670.6,110.2,110.1,7.41,-1.771,27.54,42925.3,2.02,27901,891.55,0,8.28,-82.9,27.879,-1.237,5.5,765.4
25.89993,-80.14787,10/25/2024,15:18:40,4.25,43783.8,-1.228,41307.4,110.7,110.6,7.50,-1.775,26.56,41548.4,2.39,27006,272.00,0,8.28,-83.1,27.815,-1.239,7.4,765.3
25.89991,-80.14802,10/25/2024,15:18:45,2.89,44418.6,-1.229,41955.8,110.8,110.7,7.49,-1.777,27.02,42195.2,2.71,27427,227.67,0,8.28,-83.2,27.759,-1.226,5.1,765.3
25.89989,-80.14816,10/25/2024,15:18:50,1.86,44596.0,-1.228,42161.0,110.7,110.6,7.48,-1.776,27.16,42397.6,2.60,27558,102.34,0,8.28,-83.1,27.714,-1.216,3.2,765.3
25.89985,-80.14829,10/25/2024,15:18:55,2.74,44840.1,-1.229,42397.8,110.5,110.4,7.46,-1.777,27.33,42635.0,2.53,27713,434.16,0,8.28,-83.0,27.708,-1.232,3.8,765.3
25.89982,-80.14843,10/25/2024,15:19:00,2.50,44936.2,-1.230,42482.6,110.2,110.1,7.44,-1.778,27.40,42721.0,2.52,27769,240.24,0,8.28,-82.9,27.715,-1.232,4.6,765.4
25.89979,-80.14856,10/25/2024,15:19:05,0.29,45045.1,-1.229,42572.0,110.1,110.1,7.43,-1.778,27.46,42812.4,2.61,27828,243.17,0,8.28,-82.9,27.731,-1.222,5.1,765.3
25.89976,-80.14870,10/25/2024,15:19:10,1.51,45694.1,-1.228,43151.9,110.3,110.2,7.40,-1.776,27.88,43399.1,2.58,28209,673.21,0,8.28,-83.1,27.769,-1.212,5.9,765.3
25.89975,-80.14886,10/25/2024,15:19:15,2.24,45110.5,-1.227,42568.8,110.6,110.5,7.46,-1.774,27.46,42816.1,2.74,27830,346.08,0,8.28,-83.3,27.806,-1.223,3.5,765.3
25.89976,-80.14903,10/25/2024,15:19:20,1.56,44849.7,-1.226,42261.9,118.8,118.7,8.01,-1.773,27.24,42513.9,2.58,27634,395.10,0,8.29,-83.9,27.878,-1.224,-1.0,765.2
25.89976,-80.14918,10/25/2024,15:19:25,2.55,45034.3,-1.226,42391.3,120.3,120.2,8.10,-1.772,27.34,42648.9,2.56,27722,26.36,0,8.31,-84.6,27.928,-1.221,-6.2,765.3
25.89972,-80.14931,10/25/2024,15:19:30,1.00,45387.4,-1.225,42734.2,119.9,119.8,8.06,-1.771,27.58,42992.7,2.60,27945,43.69,0,8.31,-85.0,27.915,-1.217,-5.5,765.3
25.89970,-80.14944,10/25/2024,15:19:35,3.41,45706.0,-1.223,43054.9,119.1,119.0,8.00,-1.769,27.81,43313.1,2.63,28154,188.64,0,8.32,-85.3,27.892,-1.207,-5.3,765.3
25.89969,-80.14957,10/25/2024,15:19:40,1.16,45746.8,-1.221,43101.6,117.5,117.5,7.89,-1.767,27.85,43359.2,2.63,28183,29.58,0,8.32,-85.3,27.883,-1.215,-4.0,765.4
25.89967,-80.14970,10/25/2024,15:19:45,2.12,45804.0,-1.221,43145.4,116.9,116.8,7.85,-1.766,27.88,43404.4,5.17,28213,138.74,0,8.31,-85.0,27.894,-1.219,-1.8,765.3
25.89965,-80.14983,10/25/2024,15:19:50,1.83,45239.1,-1.222,42598.3,117.2,117.1,7.89,-1.767,27.49,42855.6,3.05,27856,336.97,0,8.31,-85.0,27.912,-1.237,0.8,765.3
25.89964,-80.14995,10/25/2024,15:19:55,2.10,46054.7,-1.222,43340.4,118.1,118.0,7.91,-1.768,28.02,43604.9,3.95,28343,38.44,0,8.32,-85.2,27.941,-1.241,1.7,765.3
25.89962,-80.15008,10/25/2024,15:20:00,6.23,45762.9,-1.222,43049.4,119.2,119.1,8.00,-1.768,27.81,43313.9,2.55,28154,754.27,0,8.32,-85.4,27.961,-1.221,2.6,765.3
25.89961,-80.15021,10/25/2024,15:20:05,1.68,46113.9,-1.224,43356.2,120.1,120.0,8.06,-1.771,28.04,43625.1,6.69,28356,221.62,0,8.32,-85.7,27.987,-1.236,2.4,765.3
25.89960,-80.15034,10/25/2024,15:20:10,1.15,43492.3,-1.229,40879.1,121.2,121.1,8.15,-1.776,26.26,41134.0,0.53,26737,1026.76,0,8.33,-86.0,28.002,-1.236,2.9,765.2
25.89959,-80.15048,10/25/2024,15:20:15,1.23,45497.1,-1.231,42736.1,122.5,122.4,8.20,-1.780,27.59,43005.5,2.03,27954,89.83,0,8.33,-86.2,28.035,-1.240,3.0,765.3
25.89958,-80.15060,10/25/2024,15:20:20,0.83,46510.6,-1.228,43647.1,123.7,123.6,8.27,-1.777,28.25,43926.6,1.72,28552,31.62,0,8.34,-86.4,28.081,-1.194,4.0,765.3
25.89958,-80.15072,10/25/2024,15:20:25,1.12,46838.5,-1.224,43940.1,124.7,124.6,8.32,-1.772,28.46,44223.1,1.30,28745,39.72,0,8.34,-86.6,28.096,-1.192,3.5,765.3
25.89957,-80.15082,10/25/2024,15:20:30,1.19,47106.0,-1.220,44205.5,125.6,125.5,8.37,-1.765,28.65,44488.7,0.99,28918,0.33,0,8.34,-86.7,28.079,-1.191,1.7,765.4
25.89957,-80.15092,10/25/2024,15:20:35,1.52,47336.0,-1.216,44426.4,126.6,126.5,8.43,-1.760,28.81,44710.4,0.65,29062,-0.79,0,8.34,-86.8,28.075,-1.201,1.0,765.4
25.89957,-80.15099,10/25/2024,15:20:40,0.74,47361.9,-1.212,44426.9,127.6,127.5,8.49,-1.755,28.81,44713.5,0.55,29064,-0.57,0,8.34,-86.9,28.101,-1.206,-0.2,765.4
25.89956,-80.15106,10/25/2024,15:20:45,1.35,47373.6,-1.208,44400.6,128.8,128.7,8.57,-1.749,28.80,44691.1,0.57,29049,-0.53,0,8.35,-87.0,28.144,-1.207,-1.1,765.4
25.89956,-80.15115,10/25/2024,15:20:50,1.28,47409.2,-1.202,44420.8,130.2,130.1,8.66,-1.739,28.81,44712.8,0.45,29063,0.05,0,8.35,-87.2,28.157,-1.185,-1.3,765.3
25.89957,-80.15125,10/25/2024,15:20:55,1.33,47465.5,-1.197,44471.3,131.2,131.1,8.72,-1.733,28.85,44763.9,0.30,29097,-0.42,0,8.35,-87.2,28.160,-1.188,0.3,765.4
25.89957,-80.15134,10/25/2024,15:21:00,1.41,47498.5,-1.198,44514.4,131.0,130.9,8.71,-1.734,28.88,44806.0,0.22,29124,-0.57,0,8.35,-87.1,28.146,-1.204,1.1,765.4
25.89957,-80.15143,10/25/2024,15:21:05,1.27,47527.7,-1.198,44545.5,130.1,130.0,8.65,-1.735,28.90,44836.9,0.25,29144,-1.16,0,8.34,-87.0,28.142,-1.194,1.9,765.4
25.89957,-80.15151,10/25/2024,15:21:10,1.25,47551.6,-1.197,44565.7,129.6,129.5,8.62,-1.733,28.92,44857.5,0.25,29157,-1.19,0,8.34,-86.8,28.145,-1.188,1.8,765.4
25.89956,-80.15159,10/25/2024,15:21:15,1.29,47565.4,-1.195,44573.3,129.9,129.8,8.64,-1.730,28.92,44865.7,0.28,29163,-1.18,0,8.34,-86.6,28.151,-1.191,1.2,765.4
25.89955,-80.15167,10/25/2024,15:21:20,1.94,47572.9,-1.194,44574.1,130.3,130.2,8.66,-1.728,28.92,44867.2,0.40,29164,-1.07,0,8.34,-86.7,28.157,-1.197,1.6,765.4
25.89954,-80.15177,10/25/2024,15:21:25,1.20,47563.4,-1.195,44533.9,136.4,136.3,9.06,-1.729,28.90,44830.1,0.50,29140,0.84,0,8.35,-87.1,28.193,-1.216,2.1,765.3
25.89954,-80.15189,10/25/2024,15:21:30,1.53,47501.6,-1.196,44439.3,137.8,137.7,9.15,-1.731,28.83,44738.9,0.96,29080,3.98,0,8.35,-87.6,28.234,-1.199,3.2,765.4
25.89952,-80.15202,10/25/2024,15:21:35,1.94,47457.4,-1.198,44401.4,137.0,136.8,9.10,-1.734,28.80,44700.3,1.14,29055,43.21,0,8.36,-87.9,28.229,-1.229,1.0,765.4
25.89948,-80.15214,10/25/2024,15:21:40,2.19,47293.7,-1.201,44259.7,136.4,136.3,9.07,-1.738,28.70,44556.4,1.43,28962,499.74,0,8.37,-88.3,28.216,-1.237,-2.6,765.4
25.89946,-80.15226,10/25/2024,15:21:45,2.66,46710.8,-1.207,43719.9,135.6,135.5,9.03,-1.747,28.31,44012.4,2.05,28608,1207.50,0,8.37,-88.5,28.210,-1.240,-3.9,765.4
25.89949,-80.15244,10/25/2024,15:21:50,1.55,46752.4,-1.212,43784.1,134.7,134.6,8.98,-1.754,28.35,44074.2,2.38,28648,105.47,0,8.37,-88.3,28.181,-1.238,-5.4,765.4
25.89948,-80.15249,10/25/2024,15:21:55,2.54,47017.9,-1.215,44091.9,133.1,133.0,8.87,-1.758,28.57,44377.6,2.59,28845,6.40,0,8.36,-88.1,28.113,-1.189,6.1,765.3
25.89950,-80.15258,10/25/2024,15:22:00,1.69,45539.3,-1.217,42735.9,131.8,131.7,8.89,-1.759,27.59,43009.6,2.05,27956,150.81,0,8.36,-88.1,28.079,-1.216,11.3,765.4
25.89951,-80.15269,10/25/2024,15:22:05,1.87,46252.4,-1.216,43387.7,132.4,132.3,8.85,-1.759,28.06,43667.5,1.37,28384,96.54,0,8.36,-88.1,28.099,-1.207,13.8,765.2
25.89952,-80.15282,10/25/2024,15:22:10,2.16,46503.4,-1.216,43592.0,134.2,134.1,8.95,-1.759,28.21,43876.4,0.68,28520,1.33,0,8.36,-88.2,28.135,-1.219,17.4,765.3
25.89954,-80.15299,10/25/2024,15:22:15,2.18,40516.1,-1.215,37979.6,136.1,136.0,9.07,-1.758,24.20,38227.4,0.37,24848,43.97,0,8.37,-88.5,28.135,-1.219,15.7,765.3
25.89956,-80.15314,10/25/2024,15:22:20,3.38,46511.8,-1.212,43583.6,147.1,147.0,9.79,-1.754,28.21,43869.7,0.41,28515,129.46,0,8.38,-89.2,28.155,-1.217,14.7,765.3
25.89957,-80.15328,10/25/2024,15:22:25,2.61,45771.2,-1.211,42834.2,152.0,151.8,10.17,-1.751,27.67,43121.4,0.45,28029,132.39,0,8.40,-90.2,28.218,-1.198,14.5,765.4
25.89957,-80.15342,10/25/2024,15:22:30,2.88,46405.0,-1.208,43419.9,144.5,144.4,9.64,-1.748,28.09,43711.9,0.54,28413,179.61,0,8.40,-90.5,28.226,-1.209,14.1,765.4
25.89956,-80.15356,10/25/2024,15:22:35,2.54,47271.3,-1.209,44285.3,142.7,142.5,9.49,-1.750,28.71,44577.2,0.62,28975,61.97,0,8.40,-90.5,28.162,-1.213,13.6,765.4
25.89955,-80.15369,10/25/2024,15:22:40,2.09,45991.0,-1.211,43126.6,143.0,142.9,9.55,-1.753,27.88,43406.4,0.54,28214,8.62,0,8.41,-90.8,28.117,-1.214,13.9,765.3
25.89953,-80.15384,10/25/2024,15:22:45,2.95,44227.3,-1.213,41463.8,143.3,143.2,9.57,-1.755,26.68,41733.7,0.48,27127,55.67,0,8.40,-90.2,28.128,-1.223,12.7,765.3
25.89953,-80.15399,10/25/2024,15:22:50,2.95,45887.6,-1.214,42950.2,154.8,154.6,10.34,-1.756,27.75,43237.4,0.46,28104,498.18,0,8.40,-90.5,28.211,-1.213,12.5,765.2
25.89952,-80.15413,10/25/2024,15:22:55,1.60,45350.9,-1.215,42402.0,155.7,155.5,10.47,-1.756,27.36,42690.6,0.40,27749,908.98,0,8.42,-91.3,28.263,-1.213,12.5,765.2
25.89950,-80.15427,10/25/2024,15:23:00,1.83,46172.2,-1.214,43169.5,155.5,155.4,10.37,-1.755,27.91,43463.3,0.38,28251,70.98,0,8.43,-91.8,28.263,-1.208,11.5,765.3
25.89949,-80.15440,10/25/2024,15:23:05,3.05,46124.5,-1.214,43174.3,153.9,153.8,10.27,-1.756,27.91,43462.8,0.43,28251,67.47,0,8.43,-92.0,28.205,-1.202,10.5,765.3
25.89947,-80.15454,10/25/2024,15:23:10,2.36,45820.7,-1.215,42946.7,146.4,146.3,9.76,-1.755,27.75,43227.5,0.38,28098,41.32,0,8.43,-91.8,28.141,-1.216,10.1,765.3
25.89947,-80.15468,10/25/2024,15:23:15,2.21,43593.6,-1.214,40898.5,144.7,144.6,9.68,-1.757,26.27,41161.7,0.53,26755,283.30,0,8.41,-91.1,28.094,-1.238,10.4,765.3
25.89764,-80.15952,10/25/2024,15:28:34,4.46,40469.8,-1.250,38331.7,141.0,140.9,9.70,-1.804,24.43,38539.2,2.04,25051,6.62,0,8.43,-92.1,27.623,-1.221,2.8,765.3
25.89772,-80.15962,10/25/2024,15:28:39,6.52,39476.6,-1.247,37081.7,154.9,154.7,10.64,-1.798,23.56,37315.4,1.58,24255,98.48,0,8.46,-93.6,28.044,-1.218,1.6,765.4
25.89779,-80.15971,10/25/2024,15:28:44,6.65,40127.5,-1.244,37691.5,158.8,158.6,10.87,-1.794,23.99,37929.2,1.20,24654,21.67,0,8.47,-94.2,28.034,-1.237,1.7,765.3
25.89785,-80.15978,10/25/2024,15:28:49,6.66,40748.0,-1.240,38246.3,158.6,158.5,10.83,-1.789,24.39,38490.5,0.95,25019,6.29,0,8.46,-94.0,28.071,-1.213,0.9,765.4
25.89791,-80.15987,10/25/2024,15:28:54,3.74,40168.1,-1.236,37738.6,164.1,164.0,11.23,-1.783,24.03,37975.6,0.92,24684,73.76,0,8.47,-94.5,28.023,-1.213,1.3,765.4
25.89797,-80.15994,10/25/2024,15:28:59,0.99,39957.2,-1.232,37541.6,164.9,164.8,11.30,-1.777,23.89,37777.2,0.74,24555,5.53,0,8.48,-94.8,28.021,-1.211,1.7,765.4
25.89804,-80.16003,10/25/2024,15:29:04,4.41,39764.9,-1.228,37293.9,150.3,150.2,10.29,-1.770,23.72,37535.2,0.62,24398,8.18,0,8.28,-83.3,28.115,-1.217,2.2,765.3
25.89811,-80.16012,10/25/2024,15:29:09,4.64,39774.1,-1.224,37140.6,146.3,146.2,9.99,-1.764,23.61,37398.5,0.55,24309,0.29,0,8.33,-85.9,28.326,-1.207,2.5,765.3
25.89818,-80.16018,10/25/2024,15:29:14,5.20,39995.4,-1.218,37176.1,147.2,147.1,10.01,-1.757,23.65,37453.0,0.63,24344,1.03,0,8.33,-86.5,28.554,-1.174,2.0,765.4
25.89824,-80.16024,10/25/2024,15:29:19,5.07,40318.3,-1.212,37386.8,157.9,157.8,10.71,-1.747,23.80,37675.1,0.72,24489,0.49,0,8.36,-87.9,28.675,-1.177,1.5,765.4
25.89829,-80.16029,10/25/2024,15:29:24,3.54,40443.7,-1.204,37444.0,165.2,165.1,11.19,-1.735,23.84,37739.3,0.70,24531,0.16,0,8.47,-94.7,28.752,-1.169,0.7,765.4
25.89833,-80.16035,10/25/2024,15:29:29,7.97,40416.3,-1.195,37388.5,175.1,174.9,11.85,-1.723,23.80,37686.8,0.73,24496,-0.04,0,8.51,-96.9,28.792,-1.144,0.5,765.4
25.89837,-80.16040,10/25/2024,15:29:34,5.81,40392.2,-1.181,37319.3,192.0,191.8,12.98,-1.703,23.76,37622.2,0.82,24454,0.25,0,8.54,-98.6,28.856,-1.153,-0.3,765.4
25.89840,-80.16044,10/25/2024,15:29:39,6.18,40321.6,-1.165,37243.0,193.6,193.4,13.09,-1.679,23.70,37546.5,0.87,24405,0.48,0,8.53,-98.4,28.870,-1.104,-0.7,765.4
25.89843,-80.16048,10/25/2024,15:29:44,6.58,40222.0,-1.143,37180.2,186.0,185.9,12.59,-1.648,23.66,37480.0,0.93,24362,0.43,0,8.52,-97.4,28.829,-1.132,-1.3,765.4
25.89845,-80.16051,10/25/2024,15:29:49,5.43,40280.1,-1.104,37329.0,180.4,180.3,12.23,-1.592,23.76,37619.4,0.86,24453,0.19,0,8.50,-96.6,28.703,-0.829,-1.1,765.4
25.89848,-80.16053,10/25/2024,15:29:54,5.44,40469.9,-1.064,37619.8,178.5,178.4,12.12,-1.534,23.96,37899.7,0.79,24635,0.01,0,8.49,-96.0,28.551,-0.831,-0.3,765.4
25.89849,-80.16055,10/25/2024,15:29:59,1.01,45844.7,-0.037,42746.4,169.1,169.0,11.28,-0.054,27.61,43050.1,0.66,27983,-0.29,0,8.31,-84.9,28.395,-0.096,-0.3,765.4
25.89851,-80.16058,10/25/2024,15:30:04,0.82,48998.0,0.132,45870.0,136.4,136.3,9.01,0.191,29.87,46175.8,0.42,30014,-0.71,0,8.26,-82.2,28.200,0.405,-0.5,765.4
25.89853,-80.16061,10/25/2024,15:30:09,0.87,53087.7,0.478,50003.0,115.1,115.0,7.52,0.694,32.88,50303.4,0.18,32697,-1.09,0,8.27,-82.6,27.898,0.901,-0.8,765.4
25.89854,-80.16064,10/25/2024,15:30:14,0.85,53129.1,0.597,50339.8,101.7,101.6,6.66,0.867,33.12,50610.5,-0.03,32897,-1.28,0,8.28,-83.0,27.601,0.722,-1.4,765.4
25.89855,-80.16066,10/25/2024,15:30:19,0.83,53165.7,1.505,50495.6,96.8,96.7,6.35,2.186,33.23,50754.3,-0.08,32990,-1.19,0,8.28,-83.1,27.487,1.382,-1.4,765.2
25.89854,-80.16067,10/25/2024,15:30:24,1.08,53413.4,2.468,50811.4,95.3,95.2,6.25,3.585,33.46,51063.3,-0.04,33191,-1.12,0,8.29,-83.4,27.410,2.532,-1.1,765.4
25.89854,-80.16066,10/25/2024,15:30:29,3.68,53841.7,2.560,51336.9,84.0,83.9,5.51,3.720,33.84,51579.0,0.38,33526,12.81,0,8.29,-83.5,27.294,2.579,0.0,765.4
25.89854,-80.16066,10/25/2024,15:30:34,3.10,54163.4,2.567,51726.2,81.0,80.9,5.31,3.731,34.13,51961.5,0.62,33775,26.53,0,8.28,-83.0,27.219,2.570,0.8,765.4
25.89853,-80.16064,10/25/2024,15:30:39,3.11,54274.3,2.569,51827.9,76.1,76.0,4.99,3.735,34.20,52064.1,0.75,33842,16.70,0,8.28,-82.6,27.223,2.570,1.2,765.4
25.89853,-80.16064,10/25/2024,15:30:44,5.08,54335.6,2.571,51865.5,73.9,73.9,4.84,3.738,34.23,52104.1,0.67,33868,27.67,0,8.26,-81.9,27.243,2.586,1.5,765.4
25.89853,-80.16062,10/25/2024,15:30:49,2.88,54367.7,2.572,51878.1,72.8,72.7,4.77,3.738,34.24,52118.6,0.56,33877,20.85,0,8.25,-81.2,27.259,2.573,1.4,765.4
25.89853,-80.16061,10/25/2024,15:30:54,2.92,54387.0,2.572,51885.8,72.0,71.9,4.71,3.739,34.25,52127.4,0.49,33883,16.85,0,8.24,-80.8,27.270,2.577,1.2,765.4
25.89853,-80.16061,10/25/2024,15:30:59,2.94,54396.1,2.573,51888.5,70.7,70.6,4.63,3.740,34.25,52130.7,0.51,33885,12.27,0,8.24,-80.6,27.275,2.568,1.5,765.4
25.89852,-80.16060,10/25/2024,15:31:04,2.74,54403.1,2.575,51890.9,70.0,69.9,4.58,3.743,34.25,52133.6,0.46,33887,8.63,0,8.24,-80.4,27.279,2.565,1.1,765.4
25.89852,-80.16061,10/25/2024,15:31:09,2.42,54408.2,2.575,51892.6,69.6,69.6,4.56,3.744,34.25,52135.6,0.41,33888,7.34,0,8.24,-80.4,27.282,2.575,0.5,765.4
25.89852,-80.16060,10/25/2024,15:31:14,3.34,54410.6,2.575,51893.4,69.6,69.5,4.56,3.743,34.25,52136.6,0.40,33889,9.17,0,8.24,-80.5,27.284,2.567,0.4,765.4
25.89852,-80.16060,10/25/2024,15:31:19,2.66,54412.1,2.575,51892.4,69.7,69.6,4.56,3.744,34.25,52135.8,0.38,33888,9.91,0,8.24,-80.5,27.286,2.584,0.7,765.4
25.89852,-80.16060,10/25/2024,15:31:24,2.86,54413.9,2.576,51889.4,69.7,69.6,4.56,3.744,34.25,52133.4,0.39,33887,9.89,0,8.24,-80.5,27.290,2.571,0.2,765.4
25.89852,-80.16060,10/25/2024,15:31:29,2.76,54415.2,2.575,51883.1,69.3,69.3,4.54,3.744,34.25,52127.8,0.36,33883,8.45,0,8.24,-80.5,27.297,2.581,0.3,765.4
